Age,Gender,Weight (kg),Height (m),BMI,BMI_Category,Experience_Level,Session_Duration (hours),Calories_Burned,Name of Exercise,Difficulty Level,Reps,Burns Calories (per 30 min),target_muscles,focus_area,strength,cardio,hiit,yoga,calories_norm,difficulty_norm,weight_gain_score,weight_loss_score
37.04,1,89.55,1.95,23.55,1,27,1.59,2275.45,Prone Cobras,0,22.95,359.86,['upper_back'],upperbody,0,0,0,1,0.913622707,0,0.187043406,0.05
24.63,0,41.32,1.62,15.74,0,15,1.49,1074.59,Bench Press,0,15.07,334.36,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.812816256,0,0.471922438,0.2
56.15,0,52.62,1.64,19.56,1,14,1.09,1047.27,Reverse Lunges,2,17.97,353.88,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.889982606,1,0.483497391,0.35
51.3,1,115.09,1.67,41.27,3,13,1.38,1821.6,Incline Push-ups,0,15.95,356.38,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.899865591,0,0.484979839,0.2
18,0,64.28,1.59,25.43,3,25,1.88,1465.27,Zottman Curls,2,24.95,353.24,"['biceps', 'forearms']",upperbody,1,0,0,0,0.887452562,1,0.483117884,0.35
33.24,0,58.53,1.67,20.99,1,0,0.9,791.28,Bench Press,1,22,361.28,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.919236243,0.5,0.487885436,0.275
30.64,1,48.43,1.51,21.24,1,2,1.48,978.58,Lunges,2,12.05,164.25,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.140338393,1,0.371050759,0.35
55.77,0,128.63,1.96,33.48,3,0,1,1208.9,Rows,0,23.95,374.52,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.971576534,0,0.49573648,0.2
47.92,1,94.69,1.7,32.76,3,13,1.01,1090.8,Bulgarian Split Squats,0,16.02,345.51,"['quads', 'glutes']",lowerbody,1,0,0,0,0.856894371,0,0.478534156,0.2
27.77,0,86.16,1.78,27.19,2,12,1.3,935.22,Plyo Squats,0,17.01,343.58,"['quads', 'glutes']",lowerbody,0,0,1,0,0.849264706,0,0.377389706,0.35
28.16,1,75.84,1.62,28.9,2,13,1.17,1544.4,Tricep Dips,1,18.85,369.8,['triceps'],upperbody,1,0,0,0,0.952917457,0.5,0.492937619,0.275
47.09,0,55.57,1.77,17.74,0,12,1.2,1151.04,Inverted Rows,2,16.9,325.99,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.77972802,1,0.466959203,0.35
50.05,1,66.19,1.57,26.85,2,0,1.25,1511.12,Plyo Squats,2,17.07,333.76,"['quads', 'glutes']",lowerbody,0,0,1,0,0.810444339,1,0.371566651,0.5
45.98,0,44.92,1.77,14.34,0,15,1.48,1601.06,Reverse Lunges,0,24.14,341.48,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.840962998,0,0.47614445,0.2
49.08,1,44.89,1.74,14.83,0,12,1.24,1338.08,Turkish Get-ups,2,21.99,331.51,"['full_body', 'core']",fullbody,1,0,0,1,0.801549652,1,0.520232448,0.4
51.27,0,64.26,1.8,19.83,1,14,1.07,1028.06,Plank,1,17.98,337.34,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.824596774,0.5,0.523689516,0.325
27.78,0,75.61,1.62,28.81,2,14,1.15,828.69,Zottman Curls,1,19.16,368.6,"['biceps', 'forearms']",upperbody,1,0,0,0,0.948173624,0.5,0.492226044,0.275
42.93,0,95.96,1.85,28.04,2,0,1.27,1536.7,Step-ups,0,21.99,366.17,"['glutes', 'quads']",lowerbody,1,0,0,0,0.938567362,0,0.490785104,0.2
21.99,0,45.35,1.72,15.33,0,13,1.47,1411.2,Scissors Kicks,2,21.93,330.56,['lower_abs'],core,1,0,1,0,0.797794118,1,0.719669118,0.7
44.89,0,49.99,1.79,15.6,0,0,0.75,907.5,Plyo Squats,2,15.92,341.98,"['quads', 'glutes']",lowerbody,0,0,1,0,0.842939595,1,0.376440939,0.5
32.93,1,64.22,1.63,24.17,1,25,1.58,1231.45,Plank,1,20.03,337.37,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.82471537,0.5,0.523707306,0.325
36.24,1,121.67,1.93,32.66,3,15,1.5,1081.8,Flutter Kicks,2,22.99,375.84,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.97679475,1,0.746519213,0.7
42.85,0,95.39,1.85,27.87,2,0,1.29,1133.14,Scissors Kicks,1,21.97,367.47,['lower_abs'],core,1,0,1,0,0.943706515,0.5,0.741555977,0.625
44.94,1,89.42,1.81,27.29,2,26,1.69,1318.2,Tricep Extensions,0,14.82,355.39,['triceps'],upperbody,1,0,0,0,0.895951929,0,0.484392789,0.2
46.07,1,45.15,1.77,14.41,0,14,1.48,1599.73,Renegade Rows,2,24.11,341.29,"['lats', 'core']",fullbody,1,0,0,0,0.840211891,1,0.476031784,0.35
42.27,0,57.14,1.68,20.25,1,28,1.76,2520.67,Dead Bugs,2,20,326.54,"['transverse_abs', 'core']",core,1,0,0,1,0.781902277,1,0.517285342,0.4
53.07,1,51.76,1.74,17.1,0,11,1.24,1188.42,Decline Push-ups,1,25.04,358.6,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.908641682,0.5,0.486296252,0.275
55.38,1,128.88,1.68,45.66,3,14,1.13,1492.84,Rows,0,21.04,358.11,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.906704617,0,0.486005693,0.2
24.51,1,46.98,1.71,16.07,0,2,0.89,784.62,Scissors Kicks,0,17.9,342.44,['lower_abs'],core,1,0,1,0,0.844758065,0,0.72671371,0.55
50.96,0,78.35,1.51,34.36,3,3,0.92,913.28,Jumping Jacks,1,24.04,349.25,['full_body'],fullbody,0,1,1,0,0.871679317,0.5,0.580751898,0.675
30.95,1,58.44,1.73,19.53,1,13,1.18,1132.8,Frog Jumps,0,19.06,367.63,"['glutes', 'quads']",lowerbody,0,1,1,0,0.944339026,0,0.591650854,0.6
45.15,0,72.66,1.75,23.73,1,12,1.14,1503.55,Jumping Jacks,2,15,352.8,['full_body'],fullbody,0,1,1,0,0.885713156,1,0.582856973,0.75
28.22,0,67.2,1.66,24.39,1,0,0.61,737.43,Seated Rows,0,20.87,332.26,"['mid_back', 'lats']",upperbody,1,0,0,0,0.804514548,0,0.470677182,0.2
30.03,0,121.83,2,30.46,3,12,1.23,1327.29,Squats,2,20.92,349.66,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.873300127,1,0.480995019,0.35
24.07,1,87.38,1.74,28.86,2,26,1.57,1632.8,Rows,0,16.97,360.72,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.917022454,0,0.487553368,0.2
52.74,0,44.59,1.8,13.76,0,15,1.33,1758.53,Decline Push-ups,0,23.01,362.67,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.924731183,0,0.488709677,0.2
57.99,1,49.16,1.67,17.63,0,13,1.38,1324.8,Lateral Raises,2,16.97,357.18,['lateral_delts'],upperbody,1,0,0,0,0.903028147,1,0.485454222,0.35
51.96,1,67.18,1.6,26.24,2,13,1.33,957.6,Pull-ups,0,23.12,335.37,"['lats', 'biceps']",upperbody,1,0,0,0,0.816808982,0,0.472521347,0.2
36.97,1,73.19,1.76,23.63,1,12,1.21,1160.63,Dragon Flags,2,18.07,333.84,"['core', 'hip_flexors']",core,1,0,0,0,0.810760595,1,0.471614089,0.35
19.95,1,43.91,1.61,16.94,0,0,1.08,1069.2,Bird Dogs,1,23.88,339.62,"['core', 'lower_back']",core,0,0,0,1,0.833610057,0.5,0.175041509,0.125
38.94,1,81.5,1.75,26.61,2,12,1.31,942.41,Calf Raises,1,22.08,333.52,['calves'],lowerbody,1,0,0,0,0.809495572,0.5,0.471424336,0.275
56.08,1,125.08,1.8,38.6,3,13,1.26,1663.2,Jumping Jacks,1,20.95,366.31,['full_body'],fullbody,0,1,1,0,0.93912081,0.5,0.590868121,0.675
39.63,1,72.95,1.6,28.5,2,0,0.87,764.9,Rows,2,18,356.63,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.90085389,1,0.485128083,0.35
52.64,0,54.91,1.55,22.86,1,13,1.12,1075.2,Dips,0,23.89,330.52,"['chest', 'triceps']",upperbody,1,0,0,0,0.79763599,0,0.469645398,0.2
18,1,64.03,1.82,19.33,1,13,1.2,1152,Windshield Wipers,0,20.94,342.62,"['obliques', 'abs']",core,1,0,0,0,0.845469639,0,0.476820446,0.2
38.12,1,84.21,1.74,27.81,2,26,1.67,1302.6,Prone Cobras,2,24.97,346.25,['upper_back'],upperbody,0,0,0,1,0.859819734,1,0.17897296,0.2
25.05,0,123.66,1.99,31.23,3,0,1.15,757.62,Wall Angels,2,20.99,369.42,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.951415244,1,0.192712287,0.2
49.77,0,63.89,1.79,19.94,1,15,1.17,843.8,Jumping Jacks,0,16.95,336.88,['full_body'],fullbody,0,1,1,0,0.822778305,0,0.573416746,0.6
28.82,1,86.31,1.86,24.95,1,28,1.52,1781.14,Dips,0,16,363.53,"['chest', 'triceps']",upperbody,1,0,0,0,0.92813093,0,0.489219639,0.2
45.15,0,93.07,1.91,25.51,2,12,1.02,733.79,Kettlebell Swings,0,16.02,360.29,"['glutes', 'hamstrings', 'core']",fullbody,1,0,1,0,0.915322581,0,0.737298387,0.55
25.96,1,86.01,1.68,30.47,3,27,1.98,2318.38,Jumping Jacks,1,23.99,335.94,['full_body'],fullbody,0,1,1,0,0.819062302,0.5,0.572859345,0.675
30.02,0,90.55,1.66,32.86,3,13,1.32,1267.2,Bird Dogs,1,20.95,355.62,"['core', 'lower_back']",core,0,0,0,1,0.896861164,0.5,0.184529175,0.125
29.88,0,77.78,1.77,24.83,1,13,1.41,1353.6,Thrusters,2,15.08,352.16,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.883183112,1,0.732477467,0.7
58.05,1,81.48,1.87,23.3,1,27,1.57,2246.83,Zottman Curls,2,20.86,336.87,"['biceps', 'forearms']",upperbody,1,0,0,0,0.822738773,1,0.473410816,0.35
39.81,1,59.93,1.88,16.96,0,13,1.22,1317.6,Plyo Squats,2,25.04,339.98,"['quads', 'glutes']",lowerbody,0,0,1,0,0.835033207,1,0.375254981,0.5
48.88,0,58.23,1.99,14.7,0,0,0.92,1111.18,Plank,2,24.07,351.3,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.879783365,1,0.531967505,0.4
41.89,0,49.18,1.5,21.86,1,13,1.16,1531.2,Flutter Kicks,0,19.94,365.76,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.936946553,0,0.740541983,0.55
29,0,68.4,1.7,23.67,1,1,0.76,920.44,Shoulder Press,2,24.11,334.38,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.812895319,1,0.471934298,0.35
38.94,0,93.09,1.7,32.21,3,15,1.11,1200.8,Flutter Kicks,0,16.95,350.31,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.875869703,0,0.731380455,0.55
47.79,0,130.2,1.61,50.23,3,11,1.05,754.74,Box Jumps,1,23.85,375.45,"['glutes', 'quads']",lowerbody,0,0,1,0,0.975253004,0.5,0.396287951,0.425
25.16,0,50.1,1.98,12.78,0,15,1.14,1096.22,Deadlift,1,19.99,339.63,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.833649589,0.5,0.475047438,0.275
21.72,0,102.65,1.85,29.99,2,12,1.48,1951.97,Dragon Flags,1,20.05,365.7,"['core', 'hip_flexors']",core,1,0,0,0,0.936709361,0.5,0.490506404,0.275
45.92,0,50.92,1.65,18.7,1,0,0.7,462,Flutter Kicks,1,17.13,330.19,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.796331436,0.5,0.719449715,0.625
54.81,1,79.97,1.66,29.02,2,1,1.06,1050.35,Flutter Kicks,2,19.08,339.16,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.831791588,1,0.724768738,0.7
19.02,1,48.38,1.52,20.94,1,0,0.96,950.4,Burpees,1,14.89,365.8,['full_body'],fullbody,0,1,1,0,0.937104681,0.5,0.590565702,0.675
45.34,0,89.6,1.81,27.35,2,28,1.7,1992.06,Bicycle Crunches,1,14.87,356.24,"['abs', 'obliques']",core,1,0,0,0,0.899312144,0.5,0.484896822,0.275
51.21,1,64.33,1.6,25.13,2,14,1.5,1981.65,Mountain Climbers,2,22.92,340.37,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.836574953,1,0.575486243,0.75
20.07,1,128.56,1.92,34.87,3,0,0.62,545.6,Dips,2,21.11,344.14,"['chest', 'triceps']",upperbody,1,0,0,0,0.851478495,1,0.477721774,0.35
39.79,0,81.85,1.74,27.03,2,0,0.92,1108.14,Pistol Squats,0,16.04,365.32,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.935207147,0,0.490281072,0.2
53.46,0,78.16,1.65,28.71,2,1,1.24,1092.19,Inverted Rows,0,15.99,342.55,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.845192916,0,0.476778937,0.2
22.85,0,61.09,1.62,23.28,1,25,1.59,1652.33,Turkish Get-ups,2,23.03,351.6,"['full_body', 'core']",fullbody,1,0,0,1,0.880969323,1,0.532145398,0.4
50,0,101.82,1.67,36.51,3,0,0.53,523.75,Leg Press,1,18.02,336.83,"['quads', 'glutes']",lowerbody,1,0,0,0,0.822580645,0.5,0.473387097,0.275
39.82,1,70.69,1.55,29.42,2,0,0.85,840.74,Squats,0,23.95,354.85,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.893817204,0,0.484072581,0.2
22.17,0,45.9,1.77,14.65,0,2,1.04,916.86,Squats,2,23.04,348.04,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.866895952,1,0.480034393,0.35
48.99,0,77.98,1.61,30.08,3,13,1.02,734.4,Reverse Lunges,0,16.96,350.47,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.876502214,0,0.481475332,0.2
32.09,0,77.31,1.92,20.97,1,14,1.4,1345.12,Decline Push-ups,0,21.93,343.43,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.848671727,0,0.477300759,0.2
41.76,1,88.64,1.93,23.8,1,25,1.69,1975.78,Tricep Dips,0,16.01,341.87,['triceps'],upperbody,1,0,0,0,0.842504744,0,0.476375712,0.2
27.06,0,57.9,1.79,18.07,0,0,1.39,1376.1,Turkish Get-ups,0,14.91,354.74,"['full_body', 'core']",fullbody,1,0,0,1,0.893382353,0,0.534007353,0.25
41.21,1,66.84,1.74,22.08,1,0,1.33,1607.84,Decline Push-ups,0,23.01,367.58,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.944141366,0,0.491621205,0.2
39.08,1,63.91,1.71,21.86,1,24,1.87,2669.99,Bird Dogs,2,23.1,340.94,"['core', 'lower_back']",core,0,0,0,1,0.838828273,1,0.175824241,0.2
56.96,1,78.36,1.62,29.86,2,14,1,960.8,Squats,1,16.96,337.91,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.826850095,0.5,0.474027514,0.275
38.2,0,47.52,1.74,15.7,0,10,1.02,732.56,Zottman Curls,2,14.9,335.11,"['biceps', 'forearms']",upperbody,1,0,0,0,0.815781151,1,0.472367173,0.35
57.66,0,65.36,1.63,24.6,1,12,1.12,1208.59,Flutter Kicks,1,21.91,331.03,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.799652119,0.5,0.719947818,0.625
36.19,0,59.87,1.78,18.9,1,0,0.86,567.08,Tricep Dips,1,19.94,364.81,['triceps'],upperbody,1,0,0,0,0.933191018,0.5,0.489978653,0.275
59.38,0,70.89,1.68,25.12,2,13,1.18,849.6,Leg Raises,0,22.85,356.77,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.901407337,0,0.485211101,0.2
37.04,0,72.88,1.74,24.07,1,13,1.03,1112.4,Kettlebell Swings,2,23.02,333.78,"['glutes', 'hamstrings', 'core']",fullbody,1,0,1,0,0.810523403,1,0.72157851,0.7
41.17,0,76,1.8,23.46,1,15,1.4,1514.52,Frog Jumps,0,21.97,330.54,"['glutes', 'quads']",lowerbody,0,1,1,0,0.797715054,0,0.569657258,0.6
55.09,0,52.01,1.68,18.43,0,0,0.78,942.08,Thrusters,1,22.95,363.38,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.927537951,0.5,0.739130693,0.625
31.08,1,58.05,1.56,23.85,1,26,1.8,2574,Inverted Rows,0,22.99,356.52,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.900419039,0,0.485062856,0.2
35,0,63.03,1.63,23.72,1,11,1.42,1360.93,Bear Crawls,1,19.96,344.59,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.853257432,0.5,0.377988615,0.425
39.73,1,58.08,1.71,19.86,1,26,1.88,1466.4,Flutter Kicks,1,21.05,341.9,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.84262334,0.5,0.726393501,0.625
24.03,0,86.75,1.74,28.65,2,27,1.57,2246.83,Leg Raises,2,17.06,360.61,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.916587603,1,0.48748814,0.35
41.87,1,57.63,1.67,20.66,1,26,1.77,2070.9,Frog Jumps,1,19.97,328.72,"['glutes', 'quads']",lowerbody,0,1,1,0,0.79052024,0.5,0.568578036,0.675
57.03,1,45.68,1.76,14.75,0,15,1.44,1384.7,Bicep Curls,0,19.95,360.06,['biceps'],upperbody,1,0,0,0,0.914413346,0,0.487162002,0.2
29.15,0,69.43,1.72,23.47,1,14,1.09,1178.18,Rows,1,15.15,345.56,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.85709203,0.5,0.478563805,0.275
27.71,1,129.2,1.86,37.35,3,16,1.07,1415.93,Push-ups,2,20.98,363.09,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.926391524,1,0.488958729,0.35
49.11,0,83.95,1.87,24.01,1,15,1.28,923.14,Bulgarian Split Squats,2,22.01,367.28,"['quads', 'glutes']",lowerbody,1,0,0,0,0.942955408,1,0.491443311,0.35
19.38,1,46.29,1.63,17.42,0,13,1.34,1286.4,Tricep Extensions,2,16.97,333.75,['triceps'],upperbody,1,0,0,0,0.810404807,1,0.471560721,0.35
43.27,0,57.81,1.79,18.04,0,26,1.98,2316.6,Push-ups,1,21.16,341.38,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.840567679,0.5,0.476085152,0.275
19.13,1,71.92,1.94,19.11,1,16,1.17,1126.01,Inverted Rows,2,17.12,340.03,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.835230867,1,0.47528463,0.35
27.72,0,67.49,1.67,24.2,1,0,0.6,396,Push Ups,0,20.93,332.48,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.80538425,0,0.470807638,0.2
28.08,0,58.29,1.99,14.72,0,14,1.31,1730.64,Rows,0,24.1,333.27,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.808507274,0,0.471276091,0.2
56.11,0,81.8,1.87,23.39,1,27,1.52,1186.51,Deadlift,0,24.1,347.39,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.864326376,0,0.479648956,0.2
49.74,1,57.92,1.91,15.88,0,13,1.09,784.8,Push-ups,1,14.97,360.79,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.917299178,0.5,0.487594877,0.275
43.27,0,46.19,1.63,17.38,0,1,1.17,772.9,Bicycle Crunches,2,19.06,348.38,"['abs', 'obliques']",core,1,0,0,0,0.868240038,1,0.480236006,0.35
21.89,1,62.3,1.84,18.4,0,0,0.5,605,Thrusters,2,19.99,356.74,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.901288741,1,0.735193311,0.7
50.89,1,63.97,1.8,19.74,1,14,1.07,1028.06,Plyo Squats,1,17.99,338.63,"['quads', 'glutes']",lowerbody,0,0,1,0,0.829696395,0.5,0.374454459,0.425
33.02,1,77.7,1.71,26.57,2,0,1.07,705.56,Bench Press,2,19,364.1,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.93038425,1,0.489557638,0.35
22.93,0,107.31,1.94,28.51,2,2,1.35,1636.47,Calf Raises,2,15.06,343.44,['calves'],lowerbody,1,0,0,0,0.848711259,1,0.477306689,0.35
21.9,0,117.16,1.68,41.51,3,15,1.24,1192.38,Renegade Rows,0,24.07,369.89,"['lats', 'core']",fullbody,1,0,0,0,0.953273245,0,0.492990987,0.2
49.12,1,79.05,1.72,26.72,2,0,1.38,1366.2,Tricep Extensions,2,20.94,337.6,['triceps'],upperbody,1,0,0,0,0.825624605,1,0.473843691,0.35
48.73,1,69.47,1.62,26.47,2,13,1.14,1094.4,Frog Jumps,1,21.88,337.65,"['glutes', 'quads']",lowerbody,0,1,1,0,0.825822264,0.5,0.57387334,0.675
20.82,1,59.87,1.7,20.72,1,28,1.96,2807.11,Box Jumps,1,25.05,367.54,"['glutes', 'quads']",lowerbody,0,0,1,0,0.943983238,0.5,0.391597486,0.425
44.3,0,61.84,1.55,25.74,2,12,1.41,1859.65,Leg Raises,1,16.15,345.33,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.856182796,0.5,0.478427419,0.275
25.57,0,59.33,1.51,26.02,2,26,1.7,1768,Bicycle Crunches,1,19.99,355.58,"['abs', 'obliques']",core,1,0,0,0,0.896703036,0.5,0.484505455,0.275
45.99,0,47.98,1.72,16.22,0,0,1.4,1690.92,Plyometric Push-ups,0,23.92,326.51,"['chest', 'shoulders']",upperbody,0,0,1,0,0.781783681,0,0.367267552,0.35
42.72,1,66.11,1.85,19.32,1,0,1.19,784.69,Dead Bugs,0,24,369.34,"['transverse_abs', 'core']",core,1,0,0,1,0.951098988,0,0.542664848,0.25
53.08,0,51.35,1.74,16.96,0,12,1.23,1179.82,Rows,2,25.02,358.32,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.907534788,1,0.486130218,0.35
31.29,1,41.87,1.76,13.52,0,0,1.46,1445.4,Squats,0,21.99,360.22,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.915045857,0,0.487256879,0.2
41.62,0,85.8,1.77,27.39,2,23,1.79,1392.98,Box Jumps,0,23.97,365.05,"['glutes', 'quads']",lowerbody,0,0,1,0,0.934139785,0,0.390120968,0.35
30.11,0,77.24,1.77,24.65,1,11,1.41,1520.26,Leg Press,0,15.16,352.41,"['quads', 'glutes']",lowerbody,1,0,0,0,0.88417141,0,0.482625712,0.2
33.97,0,71.77,1.64,26.68,2,13,1.27,1219.2,Squats,1,23.02,355.64,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.896940228,0.5,0.484541034,0.275
33.94,0,111.28,1.86,32.17,3,0,1.41,1704.55,Bird Dogs,2,20.12,357.36,"['core', 'lower_back']",core,0,0,0,1,0.903739722,1,0.185560958,0.2
18,0,64.65,1.82,19.52,1,12,1.19,1569.49,Plyo Squats,0,21,340.25,"['quads', 'glutes']",lowerbody,0,0,1,0,0.836100569,0,0.375415085,0.35
30.88,1,47.82,1.65,17.56,0,0,1.09,1079.1,Push Ups,0,14.96,334.9,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.81495098,0,0.472242647,0.2
56.93,1,82.34,1.69,28.83,2,14,1.15,1519.26,Deadlift,2,14.85,337.16,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.823885199,1,0.47358278,0.35
34.09,1,64.57,1.62,24.6,1,25,1.76,1371.74,Scissors Kicks,0,21.99,365,['lower_abs'],core,1,0,1,0,0.933942125,0,0.740091319,0.55
40.74,1,43.74,1.77,13.96,0,0,1.18,778.09,Flutter Kicks,0,12.02,165.19,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.144054396,0,0.621608159,0.55
26.16,0,127.71,1.73,42.67,3,0,1.31,863.03,Bicep Curls,0,9.85,130.35,['biceps'],upperbody,1,0,0,0,0.006325111,0,0.350948767,0.2
19.54,0,64.49,1.78,20.35,1,25,1.71,1999.16,Bench Press,0,18.02,365.62,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.936393106,0,0.490458966,0.2
37.25,1,124.56,1.76,40.21,3,0,1.51,1823.78,Deadlift,2,10.05,280.67,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.60056926,1,0.440085389,0.35
56.11,1,45.51,1.73,15.21,0,0,0.83,729.07,Dead Bugs,1,19,361.74,"['transverse_abs', 'core']",core,1,0,0,1,0.921054712,0.5,0.538158207,0.325
40.13,1,80.01,1.76,25.83,2,23,1.64,1914.37,Inverted Rows,1,21.99,349.35,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.872074636,0.5,0.480811195,0.275
58.99,1,70.84,1.68,25.1,2,13,1.18,849.6,Shoulder Press,1,23.05,356.39,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.899905123,0.5,0.484985769,0.275
50.82,0,58.65,1.65,21.54,1,14,1.23,886.34,Plank,2,14.9,339.22,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.832028779,1,0.524804317,0.4
21.39,0,78.89,1.7,27.3,2,13,1.36,979.2,Squats,1,23.91,334.13,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.811907021,0.5,0.471786053,0.275
52.41,1,85.18,1.85,24.89,1,1,1.18,779.51,Russian Twists,2,16.06,336.67,"['obliques', 'abs']",core,1,0,0,0,0.821948134,1,0.47329222,0.35
44.1,0,71.71,1.66,26.02,2,1,1.4,1233.12,Turkish Get-ups,2,24.84,366.24,"['full_body', 'core']",fullbody,1,0,0,1,0.938844086,1,0.540826613,0.4
25.37,1,49.92,1.98,12.73,0,14,1.15,1104.92,Decline Push-ups,1,20.05,339.33,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.832463631,0.5,0.474869545,0.275
25.91,0,62.35,1.61,24.05,1,27,1.89,2704.78,Pull-ups,0,23.99,353.85,"['lats', 'biceps']",upperbody,1,0,0,0,0.88986401,0,0.483479602,0.2
39.1,0,92.93,1.7,32.16,3,13,1.11,1065.6,Burpees,0,16.91,350.81,['full_body'],fullbody,0,1,1,0,0.8778463,0,0.581676945,0.6
22.95,1,106.86,1.94,28.39,2,0,1.36,1196.8,Incline Push-ups,1,14.86,343.89,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.850490196,0.5,0.477573529,0.275
52.62,1,61.26,1.63,23.06,1,0,0.54,356.08,Turkish Get-ups,2,17.1,363.4,"['full_body', 'core']",fullbody,1,0,0,1,0.927617015,1,0.539142552,0.4
33.2,1,74.17,1.76,23.94,1,15,1.14,1096.22,Mountain Climbers,2,23.85,370.3,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.954894054,1,0.593234108,0.75
45.92,0,53.54,1.73,17.89,0,0,0.92,607.2,Face Pulls,1,24.89,334.1,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.811788425,0.5,0.471768264,0.275
42.99,1,53.55,1.72,18.1,0,13,1.04,748.8,Rows,1,22.03,328.79,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.790796964,0.5,0.468619545,0.275
53.79,1,64.39,1.69,22.54,1,25,1.68,1745.86,Bulgarian Split Squats,2,21.05,339.21,"['quads', 'glutes']",lowerbody,1,0,0,0,0.831989247,1,0.474798387,0.35
57.52,1,58.67,1.65,21.55,1,0,1.21,1197.9,Box Jumps,0,19.06,335.07,"['glutes', 'quads']",lowerbody,0,0,1,0,0.815623023,0,0.372343454,0.35
52.01,0,79.6,1.51,34.91,3,1,0.75,908.32,Resistance Band Pull-Aparts,1,18.96,341.91,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.842662872,0.5,0.526399431,0.325
